CityID,CityName,StateProvinceID,Location,LatestRecordedPopulation,LastEditedBy,ValidFrom,ValidTo
18,"Abell",45,"0xE6100000010CA8AED74F5AB24140ADC1FBAA5C5D59C0",,1,2013-01-01 00:00:00.000,
57,"Ace",45,"0xE6100000010C0359F4F34B893E4037EAD78CC2B457C0",,1,2013-01-01 00:00:00.000,
67,"Acme",45,"0xE6100000010CDDA5C3F98A284140F3F63130BCF458C0",,1,2013-01-01 00:00:00.000,
115,"Adamsville",45,"0xE6100000010CFB8B4578204D3F40BA275998CF8A58C0",,1,2013-01-01 00:00:00.000,
121,"Addicks",45,"0xE6100000010CA2BA14B24EC83D402CBD91D41DE957C0",,1,2013-01-01 00:00:00.000,
172,"Ady",45,"0xE6100000010CDA26704628BE4140E041FD78798859C0",,1,2013-01-01 00:00:00.000,
193,"Agnes",45,"0xE6100000010C67ABDC55597D4040ECEFB61C797258C0",,1,2013-01-01 00:00:00.000,
206,"Agua Nueva",45,"0xE6100000010CF74086E9D6E63A4082F79F466BA658C0",,1,2013-01-01 00:00:00.000,
225,"Aiken",45,"0xE6100000010CF0EF7DBB3612414028716770A56159C0",,1,2013-01-01 00:00:00.000,
278,"Alamo Alto",45,"0xE6100000010C38E7960CB6673F4097A949F086815AC0",,1,2013-01-01 00:00:00.000,
284,"Alanreed",45,"0xE6100000010C68E498D1349B4140A1702CDEFE2E59C0",,1,2013-01-01 00:00:00.000,
318,"Albert",45,"0xE6100000010C0E76D4E29D313E40FFC8192F82A658C0",,1,2013-01-01 00:00:00.000,
339,"Albion",45,"0xE6100000010C9BEF969AF3ED40401C77EF4DF8C157C0",,1,2013-01-01 00:00:00.000,
393,"Alexander",45,"0xE6100000010C28EFE3688E0740409F628B93318D58C0",,1,2013-01-01 00:00:00.000,
428,"Algerita",45,"0xE6100000010CC04CCA935A3A3F404C2D003299B658C0",,1,2013-01-01 00:00:00.000,
429,"Algoa",45,"0xE6100000010CD306167607673D408C2E6F0ED7CA57C0",,1,2013-01-01 00:00:00.000,
486,"Allenfarm",45,"0xE6100000010C16E1815C3D663E4022495A3B9B0F58C0",,1,2013-01-01 00:00:00.000,
509,"Alleyton",45,"0xE6100000010C9D966945E5B43D403748D27F201F58C0",,1,2013-01-01 00:00:00.000,
519,"Allison",45,"0xE6100000010C35E5547C8DCD414084E4AE6F710659C0",,1,2013-01-01 00:00:00.000,
566,"Aloe",45,"0xE6100000010CD73A27AC43C43C40B28F04D0DE4458C0",,1,2013-01-01 00:00:00.000,
613,"Altair",45,"0xE6100000010CA20DC00644923D40F81C588E101D58C0",,1,2013-01-01 00:00:00.000,
816,"Anderson Mill",45,"0xE6100000010CC4375ECB75743E400E6D5BEF927358C0",,1,2013-01-01 00:00:00.000,
849,"Angeles",45,"0xE6100000010CD4DD2BA9C9E63F407C9D2F5198FD59C0",,1,2013-01-01 00:00:00.000,
993,"Apple Springs",45,"0xE6100000010C1392167838393F4044D8953BD8BD57C0",,1,2013-01-01 00:00:00.000,
1047,"Arcade",45,"0xE6100000010C2ACD412B8BCD3F40E9AFA1E58A9C59C0",,1,2013-01-01 00:00:00.000,
1048,"Arcadia",45,"0xE6100000010C91DB8A581F623D40F94ECC7AB1C757C0",,1,2013-01-01 00:00:00.000,
1117,"Argo",45,"0xE6100000010C27518AB1A7A040403B25D69846B957C0",,1,2013-01-01 00:00:00.000,
1137,"Arispe",45,"0xE6100000010CD2D336B4B7263F40A6BD1CD198515AC0",,1,2013-01-01 00:00:00.000,
1206,"Armstrong",45,"0xE6100000010CEF2B20FEABEC3A408D64EA09A67258C0",,1,2013-01-01 00:00:00.000,
1212,"Arnett",45,"0xE6100000010CA663CE33F6713F40476AEBF10C7958C0",,1,2013-01-01 00:00:00.000,
1214,"Arney",45,"0xE6100000010C693FADFDF8574140485FF70C978659C0",,1,2013-01-01 00:00:00.000,
1215,"Arno",45,"0xE6100000010CF4305981C6A93F4092F01879B4E859C0",,1,2013-01-01 00:00:00.000,
1253,"Art",45,"0xE6100000010C523DE30C0FBD3E407EDAF2DB21C758C0",,1,2013-01-01 00:00:00.000,
1260,"Artesia Wells",45,"0xE6100000010C66FA25E2AD473C4015FD46E034D258C0",,1,2013-01-01 00:00:00.000,
1268,"Arthur City",45,"0xE6100000010C89C047B368EF4040CB9B68FC67E057C0",,1,2013-01-01 00:00:00.000,
1274,"Arvana",45,"0xE6100000010CEB4C463AA86740402FB253628D7A59C0",,1,2013-01-01 00:00:00.000,
1344,"Ashtola",45,"0xE6100000010C0B7668FDD2804140ED985F72C84259C0",,1,2013-01-01 00:00:00.000,
1537,"Augustus",45,"0xE6100000010CAD534035B9904040C003A84E2C5359C0",,1,2013-01-01 00:00:00.000,
1581,"Austonio",45,"0xE6100000010C2F9EE6898C2F3F402922C32ADEE857C0",,1,2013-01-01 00:00:00.000,
1633,"Avoca",45,"0xE6100000010C49168B3ACE6E4040D01B38B1D1ED58C0",,1,2013-01-01 00:00:00.000,
1668,"Axtell",45,"0xE6100000010C880E812381A83F409714692C2B3E58C0",,1,2013-01-01 00:00:00.000,
1725,"Bagwell",45,"0xE6100000010C935BEE27BED440402794CF3C4ACA57C0",,1,2013-01-01 00:00:00.000,
1777,"Bakersfield",45,"0xE6100000010C5CFF53162AE43E406E1FA809119359C0",,1,2013-01-01 00:00:00.000,
1799,"Baldridge",45,"0xE6100000010C8DA9054026073F4086877A0BB5A759C0",,1,2013-01-01 00:00:00.000,
1853,"Bammel",45,"0xE6100000010C4F401361C3013E40794375CEAADD57C0",,1,2013-01-01 00:00:00.000,
1866,"Bandera Falls",45,"0xE6100000010CE955AE015BAD3D408687D5C4A7BD58C0",,1,2013-01-01 00:00:00.000,
1941,"Barksdale",45,"0xE6100000010C9249FC40A8B93D40A8D8E2642C0259C0",,1,2013-01-01 00:00:00.000,
1968,"Barnhart",45,"0xE6100000010CDF628F9AC0203F40529E7939EC4A59C0",,1,2013-01-01 00:00:00.000,
2071,"Bassett",45,"0xE6100000010CB825CD7A8CA8404066773705E8A357C0",,1,2013-01-01 00:00:00.000,
2111,"Batson",45,"0xE6100000010C68E2C226D73F3E406C62DC68DBA657C0",,1,2013-01-01 00:00:00.000,
2127,"Bautista",45,"0xE6100000010C085D1D5B2ADC4140171DDA11988159C0",,1,2013-01-01 00:00:00.000,
2195,"Bayside Terrace",45,"0xE6100000010C28EFE3688EA03D403FC8B260E2C057C0",,1,2013-01-01 00:00:00.000,
2277,"Beaumont Place",45,"0xE6100000010C18B72CBA50D63D40B23E2F26C7CC57C0",,1,2013-01-01 00:00:00.000,
2317,"Bebe",45,"0xE6100000010C730E9E094D6A3D40FF791A30C86858C0",,1,2013-01-01 00:00:00.000,
2330,"Becton",45,"0xE6100000010C13CCE20F50E44040366F415B736959C0",,1,2013-01-01 00:00:00.000,
2396,"Belcherville",45,"0xE6100000010CE71D02A2BBE640404E9C37A9437558C0",,1,2013-01-01 00:00:00.000,
2402,"Belding",45,"0xE6100000010C0F5F268A90CA3E40B64AB0389CC159C0",,1,2013-01-01 00:00:00.000,
2407,"Belfalls",45,"0xE6100000010C859675FF582C3F4067672CF5074D58C0",,1,2013-01-01 00:00:00.000,
2572,"Belmont",45,"0xE6100000010CC3D89D49F6853D40CB89D1CEC46B58C0",,1,2013-01-01 00:00:00.000,
2614,"Ben Arnold",45,"0xE6100000010C1D797B6BBBF63E40AC02B5183C3F58C0",,1,2013-01-01 00:00:00.000,
2617,"Ben Bolt",45,"0xE6100000010CF5AC5A88C4A53B409D6A8885358558C0",,1,2013-01-01 00:00:00.000,
2618,"Ben Hur",45,"0xE6100000010C7ECC62BDAC823F4091ECB6B0932E58C0",,1,2013-01-01 00:00:00.000,
2622,"Ben Wheeler",45,"0xE6100000010CCB2C42B11539404024AEADE90BED57C0",,1,2013-01-01 00:00:00.000,
2628,"Benchley",45,"0xE6100000010CE41E01929FBF3E40B58D3F51591D58C0",,1,2013-01-01 00:00:00.000,
2655,"Bennett",45,"0xE6100000010C015768D6085C40406304F97E0F8358C0",,1,2013-01-01 00:00:00.000,
2672,"Benoit",45,"0xE6100000010CF7AB00DF6DC83F409A93BCDF0DF558C0",,1,2013-01-01 00:00:00.000,
2675,"Benonine",45,"0xE6100000010C22A5D93C0E9D414056838B70EE0059C0",,1,2013-01-01 00:00:00.000,
2726,"Berclair",45,"0xE6100000010C67CB5E5BE4873C40341DF0AFD46558C0",,1,2013-01-01 00:00:00.000,
2727,"Berea",45,"0xE6100000010C8D367D2C33674040ED7B79A6BC9957C0",,1,2013-01-01 00:00:00.000,
2786,"Bernecker",45,"0xE6100000010C1A225D22CD47404019C16B3CFD2359C0",,1,2013-01-01 00:00:00.000,
2791,"Bernstein",45,"0xE6100000010CD05BE102753242407ED069CCDA5659C0",,1,2013-01-01 00:00:00.000,
2833,"Bessmay",45,"0xE6100000010C8F2AD4E473763E40CFBA46CB017D57C0",,1,2013-01-01 00:00:00.000,
2834,"Best",45,"0xE6100000010C1E4A592B7F393F40E48F5841C26759C0",,1,2013-01-01 00:00:00.000,
2889,"Bettie",45,"0xE6100000010C08B8D6CD7B674040CD91955F86BD57C0",,1,2013-01-01 00:00:00.000,
3078,"Bisbee",45,"0xE6100000010CA73BF482F44D40404B283394C94B58C0",,1,2013-01-01 00:00:00.000,
3105,"Bivins",45,"0xE6100000010CA6DF748181824040693B01A8BD8C57C0",,1,2013-01-01 00:00:00.000,
3111,"Black",45,"0xE6100000010C702D49545E574140B939950C00A759C0",,1,2013-01-01 00:00:00.000,
3188,"Blair",45,"0xE6100000010CE26D4A1EF43540403E46D49FD80359C0",,1,2013-01-01 00:00:00.000,
3242,"Bleakwood",45,"0xE6100000010C496CD2C842B13E409BABE639A27457C0",,1,2013-01-01 00:00:00.000,
3243,"Bledsoe",45,"0xE6100000010C7EC1131F44CF404012FA997A5DC159C0",,1,2013-01-01 00:00:00.000,
3252,"Blewett",45,"0xE6100000010CB4006DAB592F3D40D6462BADF50159C0",,1,2013-01-01 00:00:00.000,
3384,"Bluff Dale",45,"0xE6100000010CBD68D9A4EC2C4040C311FF0B5F8158C0",,1,2013-01-01 00:00:00.000,
3400,"Blumenthal",45,"0xE6100000010CD375977ACC383E4004D9FC0978AF58C0",,1,2013-01-01 00:00:00.000,
3430,"Boden",45,"0xE6100000010C2E42678819B34140015AA956158459C0",,1,2013-01-01 00:00:00.000,
3457,"Boise",45,"0xE6100000010C1EF928C8749B4140756671B504B759C0",,1,2013-01-01 00:00:00.000,
3499,"Bomarton",45,"0xE6100000010CCE4CD5E2F8C0404088354BB846DB58C0",,1,2013-01-01 00:00:00.000,
3509,"Bon Wier",45,"0xE6100000010C0A09BDA36BBD3E407F315BB22A6957C0",,1,2013-01-01 00:00:00.000,
3535,"Bonita",45,"0xE6100000010CF87365AB26E140405F3C28CD0B6658C0",,1,2013-01-01 00:00:00.000,
3556,"Bono",45,"0xE6100000010C79F475CF70294040813E9127496058C0",,1,2013-01-01 00:00:00.000,
3581,"Booth",45,"0xE6100000010CD8310972AB873D4053A8B8BB98E957C0",,1,2013-01-01 00:00:00.000,
3589,"Boquillas Crossing",45,"0xE6100000010CF871344756303D40C3F5831582BC59C0",,1,2013-01-01 00:00:00.000,
3620,"Boston",45,"0xE6100000010C8DF3925A83B84040197B8A77DB9A57C0",,1,2013-01-01 00:00:00.000,
3739,"Boydston",45,"0xE6100000010CB4E908E0669741408FC360FE8A4059C0",,1,2013-01-01 00:00:00.000,
3760,"Bozar",45,"0xE6100000010C5B22BCE24E843F4038A5171035A658C0",,1,2013-01-01 00:00:00.000,
3766,"Brachfield",45,"0xE6100000010C38D73043E3054040A62490B781A957C0",,1,2013-01-01 00:00:00.000,
3767,"Bracken",45,"0xE6100000010CD5B727A3259C3D40A6FC5A4D8D9458C0",,1,2013-01-01 00:00:00.000,
3771,"Brad",45,"0xE6100000010CBE73DEB53A60404018B5FB5580A058C0",,1,2013-01-01 00:00:00.000,
3815,"Bradshaw",45,"0xE6100000010CEC0786BD9A0C404040C9D3A876F958C0",,1,2013-01-01 00:00:00.000,
3849,"Brand",45,"0xE6100000010CFF1884036B65404020E39BB77B3D59C0",,1,2013-01-01 00:00:00.000,
3883,"Branton",45,"0xE6100000010C6F675F799015404007825BD2ACBD58C0",,1,2013-01-01 00:00:00.000,
3887,"Brashear",45,"0xE6100000010C57998466328F4040FB1175D5F2EE57C0",,1,2013-01-01 00:00:00.000,
3907,"Brazos",45,"0xE6100000010C075449AEAC544040A8BF03A8CE8758C0",,1,2013-01-01 00:00:00.000,
3957,"Breslau",45,"0xE6100000010CB5C4CA68E4853D40F283A91CC93F58C0",,1,2013-01-01 00:00:00.000,
3988,"Brice",45,"0xE6100000010CE818EB76515A41403CDBA3375C3959C0",,1,2013-01-01 00:00:00.000,
4048,"Briggs",45,"0xE6100000010C0A302C7FBEE33E408CA9AA86337B58C0",,1,2013-01-01 00:00:00.000,
4091,"Briscoe",45,"0xE6100000010C97097547B5CA41400B9755D88C1259C0",,1,2013-01-01 00:00:00.000,
4116,"Britton",45,"0xE6100000010CE5A95846344640405D099398564458C0",,1,2013-01-01 00:00:00.000,
4172,"Bronson",45,"0xE6100000010CE3E4D94015583F40182D9B94DD8057C0",,1,2013-01-01 00:00:00.000,
4187,"Brookeland",45,"0xE6100000010C0C5E4FCF16273F409CD6B7DD957F57C0",,1,2013-01-01 00:00:00.000,
4189,"Brookesmith",45,"0xE6100000010C590BFD5DE98C3F406B323E2798C758C0",,1,2013-01-01 00:00:00.000,
4254,"Brookston",45,"0xE6100000010C9C95A3B6C3CF404049C8F610C3EC57C0",,1,2013-01-01 00:00:00.000,
4415,"Bryden",45,"0xE6100000010C541E38C2FD02424090BBAD99217D59C0",,1,2013-01-01 00:00:00.000,
4438,"Buckeye",45,"0xE6100000010C435376FA41E53C40FCEA60B3120358C0",,1,2013-01-01 00:00:00.000,
4455,"Buckingham",45,"0xE6100000010C5EA516A5DF7740402BAAD95E662E58C0",,1,2013-01-01 00:00:00.000,
4508,"Buenos",45,"0xE6100000010C37C2A2224EA6404068E1FC97355F59C0",,1,2013-01-01 00:00:00.000,
4541,"Buford",45,"0xE6100000010C20370D9B123B40406FD6E07DD53659C0",,1,2013-01-01 00:00:00.000,
4570,"Bunavista",45,"0xE6100000010CBA3203F0AAD34140B9C49107A25C59C0",,1,2013-01-01 00:00:00.000,
